epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.24026848375797272	0.05367956683039665	0.2489116668135295	0.21588367223739624	0.09765765815973282	0.23585786484002053
20.0	0.28545865416526794	0.06333580613136292	0.2958154928579023	0.2610738277435303	0.11762622743844986	0.28356456257713636
30.0	0.296196848154068	0.06722785532474518	0.3065654994713382	0.26152125000953674	0.11730999499559402	0.28711309905205595
40.0	0.2957494556903839	0.06818804889917374	0.3070387516318486	0.2579418420791626	0.11517669260501862	0.28487031639944776
50.0	0.2917226254940033	0.06632829457521439	0.30374715069974223	0.25503355264663696	0.11374739557504654	0.28202106154471934
60.0	0.2876957654953003	0.06608720123767853	0.29976661730948406	0.2534675598144531	0.11520446836948395	0.2802299488867649
70.0	0.2778523564338684	0.06299450248479843	0.29145047117941736	0.24384787678718567	0.11139723658561707	0.27189835739735785
80.0	0.2720358073711395	0.06229667738080025	0.2831999476533151	0.23758389055728912	0.10815519094467163	0.26307296053254076
90.0	0.26621922850608826	0.061267681419849396	0.274397446900928	0.23489932715892792	0.10752741992473602	0.25717486762958897
100.0	0.2568233013153076	0.059590570628643036	0.2677570039561475	0.2268456220626831	0.1044265404343605	0.2505827976428849
110.0	0.2554810047149658	0.05976596474647522	0.26315683359878383	0.22774049639701843	0.10477752983570099	0.24870144157775487
120.0	0.2519015669822693	0.0593489408493042	0.2629418153414979	0.22393736243247986	0.1027831882238388	0.24711985051954857
130.0	0.24697989225387573	0.05824252590537071	0.2564566055496967	0.22013424336910248	0.10087627917528152	0.24228032613265865
140.0	0.24295303225517273	0.05721425637602806	0.2511880429923142	0.22214765846729279	0.09985865652561188	0.24143326360446288
