epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.24161075055599213	0.05175614729523659	0.2622809082756122	0.21744965016841888	0.09226180613040924	0.24361799045165117
20.0	0.29261747002601624	0.06397704780101776	0.3029370767766345	0.2539149820804596	0.11122330278158188	0.2791560101696996
30.0	0.29395976662635803	0.06455639004707336	0.3097776761327674	0.2559284269809723	0.11366255581378937	0.2854763730701884
40.0	0.28859061002731323	0.06383954733610153	0.2987651627033004	0.25369128584861755	0.1101037859916687	0.2774392826040001
50.0	0.2823266386985779	0.06265869736671448	0.2853950943863862	0.24832214415073395	0.10848675668239594	0.26797049920051624
60.0	0.2738254964351654	0.05972515791654587	0.2780563199161478	0.2460850179195404	0.10890898108482361	0.2650437145276053
70.0	0.2626398205757141	0.058320850133895874	0.2689278665662754	0.23758389055728912	0.1050320640206337	0.2567751727400843
80.0	0.2568233013153076	0.05784348398447037	0.26233062304146876	0.231543630361557	0.10242786258459091	0.2506075711964099
90.0	0.2514541447162628	0.05627420172095299	0.2577597909716665	0.2302013635635376	0.09900423139333725	0.24748418401726432
100.0	0.244742751121521	0.05418159440159798	0.25635113603716225	0.22259508073329926	0.09679123014211655	0.24327686932739148
110.0	0.24250560998916626	0.05361466109752655	0.25023468311546665	0.22080537676811218	0.09583065658807755	0.23811947943086195
120.0	0.2308724969625473	0.04976266995072365	0.24130656465609024	0.21476511657238007	0.0929669514298439	0.23240525947828
130.0	0.22729307413101196	0.04960288479924202	0.2357839947949985	0.2123042345046997	0.09213840216398239	0.22792972602966535
