epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.2143176794052124	0.044527143239974976	0.21981157787991434	0.19664429128170013	0.08175376057624817	0.21055364722284653
20.0	0.24295303225517273	0.05006396025419235	0.2541920936045721	0.21543624997138977	0.09116025269031525	0.23572561780519227
30.0	0.2872483432292938	0.061954449862241745	0.303198311365689	0.24854587018489838	0.10671543329954147	0.2764878414903665
40.0	0.2859060764312744	0.06001894921064377	0.30109443639873096	0.25369125604629517	0.1080702394247055	0.27919068686306087
50.0	0.27740493416786194	0.05931079015135765	0.2893021987203948	0.2525727152824402	0.10952576994895935	0.27454801691289293
60.0	0.2850111722946167	0.06370991468429565	0.2917118567317052	0.25100672245025635	0.11045356094837189	0.2729479048398091
70.0	0.27293065190315247	0.05965175852179527	0.2841288650642228	0.24250558018684387	0.10225094109773636	0.26579807240636105
80.0	0.2751677930355072	0.060318898409605026	0.2825057405443167	0.23914986848831177	0.10251175612211227	0.2610567931538991
90.0	0.2644295394420624	0.058988507837057114	0.27537408884843145	0.2346756011247635	0.10026656091213226	0.2569723850658441
100.0	0.2657718360424042	0.0577474944293499	0.27502073992472714	0.22796419262886047	0.0968557596206665	0.25133874319060834
110.0	0.25771814584732056	0.05564069747924805	0.263295733783505	0.22572709619998932	0.09479186683893204	0.24448814394752216
120.0	0.2554810047149658	0.05435717850923538	0.2614028980576789	0.22304251790046692	0.09353988617658615	0.2431681275400081
130.0	0.2572707533836365	0.055811651051044464	0.2654683470376709	0.22035793960094452	0.09233270585536957	0.2428541527290371
140.0	0.24161075055599213	0.05241607502102852	0.25567537822871367	0.22170023620128632	0.0926256775856018	0.24315860015300636
150.0	0.23400448262691498	0.051810286939144135	0.24250180924193943	0.21163310110569	0.08946968615055084	0.23110065090356874
160.0	0.23445191979408264	0.05086462199687958	0.24842190320561724	0.21118567883968353	0.09005063772201538	0.23378746628750144
