epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.247427299618721	0.05426890775561333	0.2577571874822279	0.21409395337104797	0.09508245438337326	0.23672370031009562
20.0	0.28143176436424255	0.06035343557596207	0.2969158594256411	0.24832214415073395	0.10987462103366852	0.2750757344895687
30.0	0.2988814413547516	0.06465500593185425	0.3116097632053134	0.25570470094680786	0.10970243811607361	0.28359749867409845
40.0	0.2930648624897003	0.06309190392494202	0.3050018101971576	0.2505592703819275	0.10833006352186203	0.27758989629567227
50.0	0.2818792164325714	0.06128668412566185	0.29132132239983555	0.2467561662197113	0.10695303231477737	0.27009759581473725
60.0	0.2796420753002167	0.06034281104803085	0.2884337894566269	0.2507829964160919	0.10852472484111786	0.2720683000859135
70.0	0.2742729187011719	0.0594295971095562	0.28352627044354095	0.24854585528373718	0.1073366180062294	0.26896068859491873
80.0	0.2666666805744171	0.057724479585886	0.2764312758180961	0.2454138696193695	0.1053837463259697	0.26484621226949917
90.0	0.26890379190444946	0.05908984690904617	0.2745312727848838	0.23959730565547943	0.1037258505821228	0.2582694799601965
100.0	0.26174497604370117	0.057263053953647614	0.2661279254023918	0.22796422243118286	0.09926905483007431	0.24738177140125517
110.0	0.2505593001842499	0.055139340460300446	0.25866732709268286	0.23064877092838287	0.09923912584781647	0.2486421476542366
120.0	0.24921700358390808	0.055078357458114624	0.2558503492273484	0.2288590669631958	0.09805361181497574	0.24569426535325167
130.0	0.2460850179195404	0.055341657251119614	0.2521841507597579	0.22371365129947662	0.09561165422201157	0.24073001982372727
