epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.2532438635826111	0.05541813746094704	0.2621761399349735	0.22304251790046692	0.09822297841310501	0.24369825214592997
20.0	0.2850112020969391	0.060936279594898224	0.2955587640758293	0.2480984330177307	0.10805829614400864	0.2720686403397353
30.0	0.28008952736854553	0.060255203396081924	0.2948869253055758	0.25369128584861755	0.11186539381742477	0.2781208422224337
40.0	0.2680089771747589	0.058349400758743286	0.27916606572929276	0.24675613641738892	0.10628475993871689	0.2665884883493626
50.0	0.2684563994407654	0.058655187487602234	0.2773073425379087	0.23959733545780182	0.10490578413009644	0.2600620952195492
60.0	0.26487696170806885	0.05794160068035126	0.27335838986828787	0.24093958735466003	0.10551300644874573	0.26000881690630867
70.0	0.2612975537776947	0.056960754096508026	0.26759650478880603	0.23646531999111176	0.10074543207883835	0.2542411722275124
80.0	0.26219242811203003	0.05604354664683342	0.26893319255859655	0.22997763752937317	0.0981130599975586	0.2503306501517826
90.0	0.26040270924568176	0.05761127173900604	0.27080362645911027	0.22975392639636993	0.09793861210346222	0.25231747237984137
100.0	0.2545861303806305	0.05669223889708519	0.26230052557104533	0.224832221865654	0.09823266416788101	0.24553173695204045
110.0	0.2505593001842499	0.055362068116664886	0.2575377829436641	0.22237136960029602	0.0965726226568222	0.24207309377202224
120.0	0.24563759565353394	0.05356641858816147	0.2538073937808487	0.2203579545021057	0.09303077310323715	0.239465115437083
