epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.22013424336910248	0.046798620373010635	0.22175832353358238	0.20134228467941284	0.08560193330049515	0.2126325134360819
20.0	0.2876957952976227	0.06334036588668823	0.2969053604532697	0.24519015848636627	0.10619097948074341	0.2697623508762539
30.0	0.2872483432292938	0.0630706325173378	0.30064610975311257	0.25436243414878845	0.11290423572063446	0.27975921104007134
40.0	0.2926174998283386	0.06412401795387268	0.3084645617689884	0.25637584924697876	0.11197969317436218	0.28401359834476925
50.0	0.285906046628952	0.06301384419202805	0.30059160997280854	0.25212526321411133	0.11023500561714172	0.2784023377471427
60.0	0.2872483432292938	0.06378784775733948	0.29997959646292083	0.2519015669822693	0.11101119220256805	0.2773675463330013
70.0	0.28545862436294556	0.06362555176019669	0.2974876523304473	0.24451902508735657	0.10759645700454712	0.27164592502906487
80.0	0.2832214832305908	0.0628933385014534	0.29216184715571886	0.24519015848636627	0.10895951092243195	0.2692802390218725
90.0	0.27695751190185547	0.06221650913357735	0.2851893232086542	0.2447427362203598	0.10870521515607834	0.2667261821212645
100.0	0.27158838510513306	0.06215673312544823	0.2807802015306924	0.24317674338817596	0.10748884081840515	0.26493731881571075
110.0	0.27337807416915894	0.062418993562459946	0.2797400507502192	0.24183446168899536	0.10783302038908005	0.2627368726897305
120.0	0.2680089473724365	0.06230001896619797	0.2785937632841427	0.24093958735466003	0.10680554807186127	0.2631372908450413
130.0	0.2639821171760559	0.060627784579992294	0.2758514750864046	0.23624162375926971	0.10483334213495255	0.259404102703308
140.0	0.26487699151039124	0.06101294979453087	0.27618735662569927	0.23624160885810852	0.10340632498264313	0.2589806310960967
